date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:42	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v2.0.0/specterd-v2.0.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v2.0.0/specterd-v2.0.0-osx.c9.delayed	(from https://specter.solutions/downloads/)
17:28:42	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v2.0.0/specterd-v2.0.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v2.0.0/specterd-v2.0.0-x86_64-linux-gnu.ca.delayed	(from https://specter.solutions/downloads/)
17:28:42	282618/282618	---M--	200	added ('OK')	image/png	etag:%2291b18a3d37d28a5c45e5d7ac3c39ff55%22	https://user-images.githubusercontent.com/117085/223744207-163dfb43-2b0a-4571-811e-22d7b8be3e08.png	/home/kim/websites/specter/user-images.githubusercontent.com/117085/223744207-163dfb43-2b0a-4571-811e-22d7b8be3e08.png	(from https://specter.solutions/downloads/)
17:28:44	549577/549577	---M--	200	added ('OK')	image/png	etag:%224ce8851deaf750d88105581c76939b4f%22	https://user-images.githubusercontent.com/117085/223744328-a9093edc-d041-4e5d-ab4c-1cfa18f82a98.png	/home/kim/websites/specter/user-images.githubusercontent.com/117085/223744328-a9093edc-d041-4e5d-ab4c-1cfa18f82a98.png	(from https://specter.solutions/downloads/)
17:28:45	705515/705515	---M--	200	added ('OK')	image/png	etag:%225ed715fddbf149d53496b667b91826c9%22	https://user-images.githubusercontent.com/117085/223744436-7d8f7a37-38ab-475c-a93b-159637022944.png	/home/kim/websites/specter/user-images.githubusercontent.com/117085/223744436-7d8f7a37-38ab-475c-a93b-159637022944.png	(from https://specter.solutions/downloads/)
17:28:46	710474/710474	---M--	200	added ('OK')	image/png	etag:%223f75b51755e43f4401f2646e2867c9a2%22	https://user-images.githubusercontent.com/117085/223744553-192be7ee-bfec-436c-9231-29dd8e74a917.png	/home/kim/websites/specter/user-images.githubusercontent.com/117085/223744553-192be7ee-bfec-436c-9231-29dd8e74a917.png	(from https://specter.solutions/downloads/)
17:28:46	714561/714561	---M--	200	added ('OK')	image/png	etag:%22f763b84e991221a9b063d8486c492822%22	https://user-images.githubusercontent.com/117085/223744633-54facd31-4bd9-47a6-8d2a-b4723f2279b2.png	/home/kim/websites/specter/user-images.githubusercontent.com/117085/223744633-54facd31-4bd9-47a6-8d2a-b4723f2279b2.png	(from https://specter.solutions/downloads/)
17:28:47	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:47%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/cryptoadvance.specter-1.14.5.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/cryptoadvance.specter-1.14.5.tar.d0.delayed	(from https://specter.solutions/downloads/)
17:28:48	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:48%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-osx.d1.delayed	(from https://specter.solutions/downloads/)
17:28:49	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:49%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-win64.d2.delayed	(from https://specter.solutions/downloads/)
17:28:50	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:50%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-x86_64-linux-gnu.d3.delayed	(from https://specter.solutions/downloads/)
17:28:51	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:51%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specter_desktop-v1.14.5-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specter_desktop-v1.14.5-x86_64-linux-gnu.tar.d4.delayed	(from https://specter.solutions/downloads/)
17:28:52	20507/20507	---M--	200	added ('OK')	image/jpeg	etag:%228f62dafe13c40d35b637727b4e1eefe7%22	https://user-images.githubusercontent.com/70536101/206416317-01bb56e4-f82e-43fd-adae-a84f7b20fde3.jpg	/home/kim/websites/specter/user-images.githubusercontent.com/70536101/206416317-01bb56e4-f82e-43fd-adae-a84f7b20fde3.jpg	(from https://specter.solutions/downloads/)
17:28:53	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specter_desktop-v1.14.5-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specter_desktop-v1.14.5-x86_64-linux-gnu.tar.d6.delayed	(from https://specter.solutions/downloads/)
17:28:53	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-win64.d7.delayed	(from https://specter.solutions/downloads/)
17:28:53	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-osx.d8.delayed	(from https://specter.solutions/downloads/)
17:28:53	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.5/specterd-v1.14.5-x86_64-linux-gnu.d9.delayed	(from https://specter.solutions/downloads/)
17:28:53	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:53%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.4/cryptoadvance.specter-1.14.4.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.4/cryptoadvance.specter-1.14.4.tar.da.delayed	(from https://specter.solutions/downloads/)
17:28:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:54%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.3/cryptoadvance.specter-1.14.3.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.3/cryptoadvance.specter-1.14.3.tar.db.delayed	(from https://specter.solutions/downloads/)
17:28:55	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:55%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/cryptoadvance.specter-1.14.2.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/cryptoadvance.specter-1.14.2.tar.dc.delayed	(from https://specter.solutions/downloads/)
17:28:56	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:56%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-osx.dd.delayed	(from https://specter.solutions/downloads/)
17:28:57	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:57%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-win64.de.delayed	(from https://specter.solutions/downloads/)
17:28:58	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:58%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-x86_64-linux-gnu.df.delayed	(from https://specter.solutions/downloads/)
17:28:59	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:28:59%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specter_desktop-v1.14.2-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specter_desktop-v1.14.2-x86_64-linux-gnu.tar.e0.delayed	(from https://specter.solutions/downloads/)
17:29:00	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specter_desktop-v1.14.2-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specter_desktop-v1.14.2-x86_64-linux-gnu.tar.e1.delayed	(from https://specter.solutions/downloads/)
17:29:00	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-win64.e2.delayed	(from https://specter.solutions/downloads/)
17:29:00	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-osx.e3.delayed	(from https://specter.solutions/downloads/)
17:29:00	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.2/specterd-v1.14.2-x86_64-linux-gnu.e4.delayed	(from https://specter.solutions/downloads/)
17:29:00	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:00%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/cryptoadvance.specter-1.14.1.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/cryptoadvance.specter-1.14.1.tar.e5.delayed	(from https://specter.solutions/downloads/)
17:29:01	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:01%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-osx.e6.delayed	(from https://specter.solutions/downloads/)
17:29:02	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:02%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-win64.e7.delayed	(from https://specter.solutions/downloads/)
17:29:03	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:03%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-x86_64-linux-gnu.e8.delayed	(from https://specter.solutions/downloads/)
17:29:04	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:04%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specter_desktop-v1.14.1-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specter_desktop-v1.14.1-x86_64-linux-gnu.tar.e9.delayed	(from https://specter.solutions/downloads/)
17:29:05	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specter_desktop-v1.14.1-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specter_desktop-v1.14.1-x86_64-linux-gnu.tar.ea.delayed	(from https://specter.solutions/downloads/)
17:29:05	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-win64.eb.delayed	(from https://specter.solutions/downloads/)
17:29:05	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-osx.ec.delayed	(from https://specter.solutions/downloads/)
17:29:05	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.1/specterd-v1.14.1-x86_64-linux-gnu.ed.delayed	(from https://specter.solutions/downloads/)
17:29:05	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:05%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/cryptoadvance.specter-1.14.0.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/cryptoadvance.specter-1.14.0.tar.ee.delayed	(from https://specter.solutions/downloads/)
17:29:06	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:06%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-osx.ef.delayed	(from https://specter.solutions/downloads/)
17:29:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:07%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-win64.f0.delayed	(from https://specter.solutions/downloads/)
17:29:08	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:08%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-x86_64-linux-gnu.f1.delayed	(from https://specter.solutions/downloads/)
17:29:09	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:09%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specter_desktop-v1.14.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specter_desktop-v1.14.0-x86_64-linux-gnu.tar.f2.delayed	(from https://specter.solutions/downloads/)
17:29:10	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specter_desktop-v1.14.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specter_desktop-v1.14.0-x86_64-linux-gnu.tar.f3.delayed	(from https://specter.solutions/downloads/)
17:29:10	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-win64.f4.delayed	(from https://specter.solutions/downloads/)
17:29:10	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-osx.f5.delayed	(from https://specter.solutions/downloads/)
17:29:10	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.14.0/specterd-v1.14.0-x86_64-linux-gnu.f6.delayed	(from https://specter.solutions/downloads/)
17:29:10	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:10%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/cryptoadvance.specter-1.13.1.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/cryptoadvance.specter-1.13.1.tar.f7.delayed	(from https://specter.solutions/downloads/)
17:29:11	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:11%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-osx.f8.delayed	(from https://specter.solutions/downloads/)
17:29:12	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:12%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-win64.f9.delayed	(from https://specter.solutions/downloads/)
17:29:13	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:13%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-x86_64-linux-gnu.fa.delayed	(from https://specter.solutions/downloads/)
17:29:14	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:14%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specter_desktop-v1.13.1-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specter_desktop-v1.13.1-x86_64-linux-gnu.tar.fb.delayed	(from https://specter.solutions/downloads/)
17:29:15	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specter_desktop-v1.13.1-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specter_desktop-v1.13.1-x86_64-linux-gnu.tar.fc.delayed	(from https://specter.solutions/downloads/)
17:29:15	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-win64.fd.delayed	(from https://specter.solutions/downloads/)
17:29:15	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-osx.fe.delayed	(from https://specter.solutions/downloads/)
17:29:15	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.1/specterd-v1.13.1-x86_64-linux-gnu.ff.delayed	(from https://specter.solutions/downloads/)
17:29:15	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:15%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/cryptoadvance.specter-1.13.0.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/cryptoadvance.specter-1.13.0.tar.100.delayed	(from https://specter.solutions/downloads/)
17:29:16	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:16%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-osx.101.delayed	(from https://specter.solutions/downloads/)
17:29:17	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:17%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-win64.102.delayed	(from https://specter.solutions/downloads/)
17:29:18	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:18%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-x86_64-linux-gnu.103.delayed	(from https://specter.solutions/downloads/)
17:29:19	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:19%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specter_desktop-v1.13.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specter_desktop-v1.13.0-x86_64-linux-gnu.tar.104.delayed	(from https://specter.solutions/downloads/)
17:29:20	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specter_desktop-v1.13.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specter_desktop-v1.13.0-x86_64-linux-gnu.tar.105.delayed	(from https://specter.solutions/downloads/)
17:29:20	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-win64.106.delayed	(from https://specter.solutions/downloads/)
17:29:20	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-osx.107.delayed	(from https://specter.solutions/downloads/)
17:29:20	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.13.0/specterd-v1.13.0-x86_64-linux-gnu.108.delayed	(from https://specter.solutions/downloads/)
17:29:20	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:20%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/cryptoadvance.specter-1.12.0.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/cryptoadvance.specter-1.12.0.tar.109.delayed	(from https://specter.solutions/downloads/)
17:29:21	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:21%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-osx.10a.delayed	(from https://specter.solutions/downloads/)
17:29:22	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:22%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-win64.10b.delayed	(from https://specter.solutions/downloads/)
17:29:23	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:23%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-x86_64-linux-gnu.10c.delayed	(from https://specter.solutions/downloads/)
17:29:24	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:24%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specter_desktop-v1.12.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specter_desktop-v1.12.0-x86_64-linux-gnu.tar.10d.delayed	(from https://specter.solutions/downloads/)
17:29:25	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specter_desktop-v1.12.0-x86_64-linux-gnu.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specter_desktop-v1.12.0-x86_64-linux-gnu.tar.10e.delayed	(from https://specter.solutions/downloads/)
17:29:25	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-win64.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-win64.10f.delayed	(from https://specter.solutions/downloads/)
17:29:25	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-osx.110.delayed	(from https://specter.solutions/downloads/)
17:29:25	0/-1	---M--	302	error ('')			https://github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-x86_64-linux-gnu.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.12.0/specterd-v1.12.0-x86_64-linux-gnu.111.delayed	(from https://specter.solutions/downloads/)
17:29:25	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:25%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.10.5/cryptoadvance.specter-1.10.5.tar.gz	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.10.5/cryptoadvance.specter-1.10.5.tar.112.delayed	(from https://specter.solutions/downloads/)
17:29:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Jan%202024%2016:29:26%20GMT	https://github.com/cryptoadvance/specter-desktop/releases/download/v1.10.5/specterd-v1.10.5-osx.zip	/home/kim/websites/specter/github.com/cryptoadvance/specter-desktop/releases/download/v1.10.5/specterd-v1.10.5-osx.113.delayed	(from https://specter.solutions/downloads/)
